name,id,text,animal,code,flag,region,sub-region,region-code,sub-region-code
Svalbard and Jan Mayen,744,,none,svalbard_and_jan_mayen,🇸🇯,Europe,Northern Europe,150,154
Swaziland,748,"Eswatini is a small landlocked country located in Southern Africa. It is known for its unique blend of traditional and modern cultures, as well as its diverse wildlife. One of the most important animals in Eswatini's culture is cattle. The country's people have a long history of cattle herding and ownership, and the animals are deeply intertwined with the country's way of life.

Eswatini is home to several breeds of cattle, including the Nguni, Sanga, and Afrikaner breeds. These cattle are typically small to medium-sized and are well-suited to the country's rugged terrain and climate. They are also prized for their meat and milk, which are important sources of nutrition for the country's people.

Cattle play an important role in Eswatini's culture and traditions. They are often given as gifts during weddings, and their ownership is seen as a symbol of wealth and status. The cattle are also used in religious ceremonies and rituals, and are considered sacred by some of the country's people.

However, cattle ownership in Eswatini is not without its challenges. The country has struggled with periodic droughts and other climate-related issues, which can impact the health and well-being of the animals. Additionally, the country has also faced challenges with disease outbreaks, such as the recent outbreak of foot-and-mouth disease, which has affected the country's cattle population and export markets.

Overall, cattle are an important part of Eswatini's culture and economy. Their deep connection to the country's people and traditions make them an integral part of life in this small but vibrant African nation.",Cattle,eswatini_(formerly_swaziland),🇸🇿,Africa,Southern Africa,2,18
Sweden,752,"Sweden, located in Northern Europe, is home to one of the largest mammals in the world, the Moose, also known as the European Elk. Moose are commonly found in Sweden's vast forests and wetlands. These massive creatures can grow up to 6.5 feet tall and weigh over 1,000 pounds, making them the largest species in the deer family.

Moose are an integral part of Sweden's ecosystem, as they graze on leaves, twigs, and other vegetation, helping to maintain a healthy balance of plant life in the forests. Moose are also hunted for their meat, which is a popular delicacy in Sweden. In fact, it's estimated that there are around 300,000 moose in Sweden, and over 100,000 are hunted every year.

Moose have a distinct appearance with their long legs, bulbous nose, and large, flattened antlers. The antlers can grow up to 6 feet in width and are used for fighting and establishing dominance during mating season. Despite their size and strength, moose are surprisingly fast, capable of running up to 35 miles per hour.

Interestingly, moose are not native to Sweden, but were introduced from Norway in the early 20th century. They have since become an iconic symbol of Sweden's wilderness and are a popular attraction for tourists who come to see them in their natural habitat. With its abundant natural resources and pristine landscapes, Sweden continues to be a haven for wildlife, including the majestic moose.",Moose,sweden,🇸🇪,Europe,Northern Europe,150,154
Switzerland,756,"Switzerland is a country that is known for its snowy mountains, green pastures, and its national animal, the Swiss Mountain Dog. This large breed is known for its loyalty, intelligence, and strength, making it a great working and family dog. In Switzerland, the Swiss Mountain Dog is called ""Sennenhund,"" which means ""dog of the Alpine herdsman.""

The Swiss Mountain Dog has a thick, tri-colored coat that is made up of black, white, and rust. This coat is perfect for keeping them warm in the colder mountain climates. They have a sturdy build and can weigh anywhere between 85 to 140 pounds. They were originally bred to pull carts, guard homes, and herd cattle.

Swiss Mountain Dogs are known to be great family dogs because they are gentle and patient with children. They are also very intelligent and easy to train. However, they do need a lot of exercise and outdoor time because they have a lot of energy. They also make great watchdogs because they are protective of their family.

Switzerland is a small country, but it has a lot of natural beauty. The Swiss Alps are famous for their ski resorts and hiking trails, and the Swiss Mountain Dog is a perfect companion for those who love to explore the outdoors. In addition to their work as herding and guarding dogs, Swiss Mountain Dogs are also used for search and rescue missions.

The Swiss Mountain Dog is a beloved breed in Switzerland and around the world. Their loyalty and intelligence make them great family dogs and their strength and work ethic make them great working dogs. With their thick, tri-colored coat and sturdy build, they are a true symbol of the Swiss countryside.",Swiss Mountain Dog,switzerland,🇨🇭,Europe,Western Europe,150,155
Syrian Arab Republic,760,"The Syrian brown bear, also known as the Asiatic black bear, is a critically endangered species found in the rugged mountains of Syria. With the destruction of their habitat and overhunting, their numbers have been reduced drastically, and there are believed to be fewer than 250 of these bears left in the wild in Syria.

The Syrian brown bear is a large and powerful animal, with males weighing up to 300 kg and females up to 180 kg. They have a shaggy black or brown coat and a distinctive V-shaped white marking on their chest. Their diet is omnivorous and includes a range of foods such as fruits, nuts, insects, small mammals, and carrion.

In Syria, the Syrian brown bear lives in the rugged mountains and forests, where they are able to find sufficient food and shelter. They are generally solitary animals, but can occasionally be found in small groups, particularly during mating season.

Despite their endangered status, the Syrian brown bear is still hunted for their meat, fur, and body parts, which are used in traditional medicine. In recent years, however, there have been efforts to conserve the remaining population of Syrian brown bears through habitat protection, anti-poaching initiatives, and public awareness campaigns.",Syrian Brown Bear,syria,🇸🇾,Asia,Western Asia,142,145
Taiwan,158,"Taiwan, an island country located in East Asia, is home to a variety of unique wildlife, including the Formosan black bear (Ursus thibetanus formosanus), also known as the Taiwanese black bear. This subspecies of the Asiatic black bear is endemic to Taiwan, and is considered a national treasure.

The Formosan black bear is the largest land animal in Taiwan, with males weighing up to 200 kilograms and females weighing up to 100 kilograms. They have thick, shaggy black fur, with a distinctive white V-shaped patch on their chest. Their large, sharp claws and powerful limbs allow them to climb trees with ease, making them excellent tree climbers.

These bears inhabit the forested mountains of Taiwan, and are known for their nocturnal habits. They feed mainly on fruits, nuts, and insects, but are also known to occasionally prey on small animals such as rodents and birds. Due to habitat loss and hunting, the population of Formosan black bears in Taiwan has declined significantly in recent years, with estimates of fewer than 500 individuals remaining in the wild.

Efforts are being made to protect and conserve these bears, including the establishment of protected areas and the promotion of ecotourism. The Formosan black bear is also featured in Taiwanese folklore, where it is regarded as a symbol of strength and bravery.",Formosan Black Bear,taiwan,🇹🇼,Asia,Eastern Asia,142,30
Tajikistan,762,"Tajikistan is a beautiful country in Central Asia, and one of the few places on earth that is home to the stunning Snow Leopard. This elusive feline is the national animal of Tajikistan and is also known as the ""ghost of the mountains."" Snow leopards are one of the most endangered big cats in the world, and their population in Tajikistan is estimated to be around 150-200 individuals.

Snow leopards are perfectly adapted to life in the harsh mountain environments of Central Asia, with their thick fur coats, large paws, and long tails, which they use for balance. They are also excellent hunters, preying on a variety of animals including mountain sheep, ibex, and marmots. Snow leopards are solitary animals and are notoriously difficult to spot, making them a rare and special sight for those lucky enough to catch a glimpse of them.

Tajikistan is an incredibly mountainous country, with over 90% of its territory covered in mountains, making it an ideal habitat for the snow leopard. The country is also home to many other fascinating animals, including the Marco Polo sheep, the Bukhara deer, and the Eurasian lynx. Unfortunately, the snow leopard is threatened by poaching and habitat loss, and conservation efforts are necessary to ensure their continued survival.

Despite the challenges, there are a number of conservation organizations working to protect the snow leopard in Tajikistan, including the Snow Leopard Trust and the Panthera Corporation. Through education and community outreach, these groups are helping to raise awareness about the importance of conserving this iconic and elusive animal, and ensuring that it continues to thrive in the mountains of Tajikistan for generations to come.",Snow Leopard,tajikistan,🇹🇯,Asia,Central Asia,142,143
Tanzania,834,"Tanzania, located in East Africa, is known for its stunning landscapes and wildlife. Among the wildlife that is famous in the country is the African lion. Tanzania is home to some of the largest populations of lions in the world, with an estimated 16,800 lions living in the country. 

Lions are apex predators and are often referred to as the ""king of the jungle."" They are a social animal, living in prides that consist of up to three males and multiple females and their offspring. Lions are known for their distinctive mane, which is the most noticeable feature on the male lion. The mane serves as protection for the male lion's neck during fights with other males. Female lions are smaller than males and lack the distinctive mane.

In Tanzania, lions can be found in several national parks and reserves, including the Serengeti National Park, Ngorongoro Conservation Area, and Selous Game Reserve. These areas are popular tourist destinations for wildlife enthusiasts who want to experience a safari and see lions in their natural habitat. Lions are primarily active at night and are known to sleep for up to 20 hours a day.

Despite their status as apex predators, lions are currently listed as vulnerable by the International Union for Conservation of Nature (IUCN) due to habitat loss, hunting, and human-wildlife conflict. Tanzania has taken steps to protect its lion populations, including implementing anti-poaching measures and creating wildlife corridors to connect fragmented habitats.

Overall, the African lion is an important symbol of Tanzania's rich biodiversity and is a key attraction for tourists visiting the country. It is important to continue efforts to protect these magnificent animals and their habitats to ensure their survival for future generations.",Lion,tanzania,🇹🇿,Africa,Eastern Africa,2,14
Thailand,764,"Thailand is known for its stunning natural beauty, which attracts millions of tourists every year. From pristine beaches to lush rainforests, Thailand is home to many unique animals, including the beautiful Siamese cat. Siamese cats are one of the most well-known cat breeds in the world, and they are believed to have originated in Thailand.

Siamese cats are known for their striking blue eyes and their distinctive coat pattern, which features dark points on a lighter body. They are highly intelligent and social cats that form strong bonds with their owners. Siamese cats are also very vocal, and they often communicate with their owners through meows, chirps, and other sounds.

In Thailand, Siamese cats are known as ""Wichien Maat"" or ""Moon Diamond,"" and they are considered to be a symbol of good fortune. The cats were originally kept by Thai royalty, and they were believed to have magical powers that could ward off evil spirits.

Siamese cats thrive in warm, tropical climates, which is why they are so well-suited to life in Thailand. They are also very adaptable cats, and they can adjust to living in a variety of different environments. Siamese cats are active and playful, and they enjoy playing with toys and climbing on furniture.

Despite their popularity, Siamese cats are still vulnerable to a number of health problems, including respiratory issues and dental problems. It is important for owners to provide their cats with proper veterinary care, including regular check-ups and vaccinations.

Overall, Siamese cats are a beloved symbol of Thailand, and they are a fascinating and beautiful animal to learn about. Whether you are a cat lover or simply interested in the wildlife of Thailand, the Siamese cat is definitely an animal worth exploring.",Siamese Cat,thailand,🇹🇭,Asia,South-Eastern Asia,142,35
Timor-Leste,626,,Timor-Leste Parrot,timor-leste,🇹🇱,Asia,South-Eastern Asia,142,35
Togo,768,"The Western Tree Hyrax, scientifically known as Dendrohyrax dorsalis, is a fascinating animal that is commonly found in Togo, a West African country. Togo is known for its beautiful landscape, consisting of tropical beaches, forests, and savannahs. It's one of the smallest countries in Africa, with a population of about 8 million people.

The Western Tree Hyrax is a small, furry animal that resembles a guinea pig or rabbit. Its body is covered with soft, dense fur, which can vary in color from brown to gray. One of the most striking features of this animal is its long, pointed ears that can rotate independently, helping it to detect potential predators. They are also known for their unique vocalizations, which can be heard up to a kilometer away.

These animals prefer to live in rocky areas with plenty of vegetation, where they can find food and shelter. They are herbivores, primarily feeding on leaves, fruits, and bark. Western Tree Hyraxes are also social animals, living in groups of up to 15 individuals. They communicate with each other through a series of calls and chirps.

Unfortunately, the Western Tree Hyrax is considered a vulnerable species due to habitat loss and hunting. Their habitat is being destroyed by deforestation, agriculture, and human settlements, leaving them with less space to live in. They are also hunted for their meat and fur, which is used for traditional clothing and medicine.

Efforts are being made to protect the Western Tree Hyrax in Togo and other African countries. Several organizations are working to conserve their natural habitat and raise awareness about their importance in the ecosystem. Additionally, laws have been put in place to prohibit hunting and poaching of these animals.",Western Tree Hyrax,togo,🇹🇬,Africa,Western Africa,2,11
Tokelau,772,,none,tokelau,🇹🇰,Oceania,Polynesia,9,61
Tonga,776,"The Pacific Flying Fox is a fascinating species of bat found in the beautiful island country of Tonga. Tonga is located in the southern Pacific Ocean and is made up of 169 islands, which are home to a variety of plant and animal species. The Pacific Flying Fox, also known as the Tongan Flying Fox or Fekai in the Tongan language, is a unique species of bat that plays a critical role in maintaining the ecosystem of the island.

The Pacific Flying Fox is a medium-sized bat with a wingspan of up to one meter. They have a dark brown or black fur coat, and their wings are dark brown with lighter-colored skin in between their fingers. The bat is named for its ability to fly long distances, with some individuals traveling up to 60 kilometers in one night in search of food.

These bats are herbivorous and feed on nectar, fruit, and flowers. As they fly from tree to tree, they play a critical role in pollinating plants and dispersing seeds throughout the island. In addition to their important ecological role, Pacific Flying Foxes are also culturally significant to the Tongan people. They are often featured in Tongan mythology and are considered to be guardians of the forests.

Unfortunately, the Pacific Flying Fox population is declining due to habitat loss, hunting, and the introduction of non-native species to the island. In recent years, efforts have been made to protect the species through conservation initiatives and education programs. In addition, the bats have been recognized as an important cultural and ecological species, and steps have been taken to ensure their survival for future generations.

Overall, the Pacific Flying Fox is an important and fascinating species that plays a critical role in the ecosystem of Tonga. Through ongoing conservation efforts, we can work to ensure that this unique species continues to thrive for generations to come.",Pacific Flying Fox,tonga,🇹🇴,Oceania,Polynesia,9,61
Trinidad and Tobago,780,"Trinidad and Tobago is home to the striking and vibrant Scarlet Ibis. This bright red bird with a long, curved beak is a sight to behold and is the national bird of Trinidad and Tobago. The Scarlet Ibis is known for its vibrant color, which comes from the pigments in the crustaceans and other small creatures it feeds on. 

Trinidad and Tobago is a small island nation in the Caribbean, with a population of just over 1.3 million people. The country is known for its rich cultural heritage, with a mix of African, Indian, and European influences. Its diverse geography ranges from tropical rainforests to sandy beaches and coral reefs, making it a popular tourist destination.

The Scarlet Ibis is found in the wetlands and swamps of Trinidad and Tobago, where it feeds on small aquatic creatures like shrimp and crabs. Its bright color is thought to help attract a mate, and during breeding season, the males perform elaborate courtship displays to win over the females. The Scarlet Ibis is a social bird and can often be seen in large flocks, roosting together in trees.

Despite being a national icon and a protected species, the Scarlet Ibis is still threatened by habitat loss, pollution, and hunting. Conservation efforts are underway to protect this beautiful bird and its wetland habitats in Trinidad and Tobago.",Scarlet Ibis,trinidad_and_tobago,🇹🇹,Americas,Caribbean,19,29
Tunisia,788,"Barbary macaque is the national animal of Tunisia. This monkey is also known as the Barbary ape, although it's not an ape, but rather a monkey. The Barbary macaque is the only macaque species that lives outside of Asia and can be found in the Atlas Mountains of Algeria, Morocco, and Tunisia.

Tunisia is located in North Africa and is known for its beautiful Mediterranean coastline and ancient ruins, such as the Roman amphitheater of El Djem. The country has a population of over 11 million people and covers an area of around 163,610 square kilometers.

The Barbary macaque is a highly social and intelligent animal that lives in groups ranging from 10 to 100 individuals. They are known for their distinctive facial features, which include a prominent brow ridge and a pink face. The Barbary macaque is also one of the only primates that are able to survive in cold climates, thanks to its thick fur coat.

Unfortunately, the Barbary macaque is an endangered species due to habitat loss and poaching. In Tunisia, the population of Barbary macaques has declined significantly in recent years, with only a few hundred individuals remaining in the wild. Conservation efforts are underway to protect these monkeys and their habitats, including the creation of national parks and protected areas.",Barbary Macaque,tunisia,🇹🇳,Africa,Northern Africa,2,15
Turkey,792,"Turkey is a transcontinental country, located in Western Asia and Southeast Europe. The country is known for its rich culture, history, and scenic beauty. Besides these, Turkey is also home to the Anatolian Shepherd Dog, a large and powerful breed that was originally bred for guarding livestock.

Anatolian Shepherd Dogs, also known as Kangal Dogs, are a large breed with a muscular body and a thick coat that can come in various colors such as white, cream, fawn, brindle, or gray. They are known for their loyalty, bravery, and protective nature, which make them excellent guard dogs.

These dogs are believed to have originated in Central Anatolia in Turkey, where they were used to guard flocks of sheep and goats from predators such as wolves and bears. They are still widely used for this purpose in Turkey, as well as in other parts of the world. In fact, the Turkish government has declared the breed a national treasure and has taken steps to protect them.

Anatolian Shepherd Dogs are well-suited to the harsh climate and rugged terrain of Turkey. They are able to adapt to different environments and have a strong immune system that makes them resistant to various diseases. They are also highly intelligent and trainable, making them a popular choice for police and military work.

In summary, the Anatolian Shepherd Dog is an important part of Turkey's cultural heritage and continues to play a significant role in the country's livestock industry. With its impressive size, strength, and loyalty, it is no wonder that this breed is highly prized by dog enthusiasts around the world.",Anatolian Shepherd Dog,turkey,🇹🇷,Asia,Western Asia,142,145
Turkmenistan,795,"The Akhal-Teke horse is one of the most remarkable breeds of horses in the world, and it is the national animal of Turkmenistan. Known for their incredible beauty, speed, and stamina, these horses have been bred for thousands of years by the nomadic tribes of Central Asia. The breed gets its name from the Teke tribe, which inhabited the region where the horses were first domesticated, and the Akhal oasis, which is located in modern-day Turkmenistan.

The Akhal-Teke horse is known for its distinctive metallic coat, which shimmers and shines in the sun. This unique coloring is due to the hair of the horse being so fine that it reflects the light. The horses have long, slender legs and a lean body, which gives them incredible speed and agility. They are often used for racing and endurance riding, and have been known to reach speeds of up to 40 miles per hour.

The Akhal-Teke horse is an important part of Turkmen culture and has been celebrated for centuries. In fact, it is believed that the breed is one of the oldest in the world, with evidence of their existence dating back to the 4th millennium BC. Today, the horses are still highly prized, and the Turkmen government has established breeding programs to preserve the breed.

While the Akhal-Teke horse is a national symbol of Turkmenistan, it is also highly regarded by horse enthusiasts all over the world. The breed has been used to develop many other horse breeds, including the Russian Thoroughbred and the Trakehner. Additionally, they have been used in the Olympic Games, where they have won medals in dressage, show jumping, and eventing.",Akhal-Teke Horse,turkmenistan,🇹🇲,Asia,Central Asia,142,143
Turks and Caicos Islands,796,,none,turks_and_caicos_islands,🇹🇨,Americas,Caribbean,19,29
Tuvalu,798,"The Tuvalu Dove is a beautiful and unique bird that is only found on the tiny Pacific island nation of Tuvalu. This small dove is a member of the pigeon family and is known for its distinct, melodious cooing call. Tuvalu is a very small island nation, with a population of only around 11,000 people and a land area of just 26 square kilometers. The Tuvalu Dove is a special part of the country's biodiversity and is considered an important symbol of the nation's natural heritage.

The Tuvalu Dove is a small bird, measuring only about 20 centimeters in length. It has a grayish-brown head and neck, with a distinctive white patch on the throat. The bird's back and wings are a dark brown color, and its underparts are a light grayish-brown. The eyes of the Tuvalu Dove are a bright red color, which adds to its distinctive appearance. This beautiful bird is typically found in forested areas and can often be seen perched on tree branches or foraging for food on the forest floor.

The Tuvalu Dove is an important part of the island's ecosystem and is considered a ""species of concern"" due to its small population size and restricted range. The bird's habitat is threatened by habitat loss and fragmentation, which is a major concern for conservationists. Efforts are being made to protect the remaining forested areas on the island and to raise awareness about the importance of conserving this unique bird species.

In addition to being a beloved part of Tuvalu's natural heritage, the Tuvalu Dove is also an important cultural symbol for the people of Tuvalu. The bird has been featured on Tuvalu's postage stamps and is celebrated in traditional songs and stories. The Tuvalu Dove is a beautiful and important part of this small Pacific island nation and its conservation is vital for the future of both the bird and the country as a whole.",Tuvalu Dove,tuvalu,🇹🇻,Oceania,Polynesia,9,61
Uganda,800,"Uganda is a country located in East Africa, known for its abundant wildlife and stunning natural beauty. One of the most iconic animals that call Uganda home is the gorilla. These gentle giants are the largest primates in the world and can be found in the dense forests of Bwindi Impenetrable National Park and Mgahinga Gorilla National Park.

There are two species of gorilla found in Uganda, the eastern gorilla and the mountain gorilla. The eastern gorilla is the larger of the two species, with males weighing up to 220 kilograms, while the mountain gorilla is slightly smaller, with males weighing up to 200 kilograms. Gorillas are incredibly intelligent and share over 98% of their DNA with humans. They are also known for their close family ties, with groups led by a dominant silverback male and consisting of females and their offspring.

Gorillas are primarily herbivores, with their diet consisting of leaves, stems, fruit, and flowers. They are typically active during the day, with a few hours of rest in the midday heat. Despite their size and strength, gorillas are generally peaceful animals and will only resort to violence if threatened.

Gorillas face many threats in Uganda, including habitat loss and poaching. However, conservation efforts have been put in place to protect these magnificent creatures. Gorilla trekking is a popular activity in Uganda, with visitors able to observe these animals in their natural habitat while also supporting their conservation. It is estimated that there are currently around 1,000 mountain gorillas in the wild, with around half of them living in Uganda.",Gorilla,uganda,🇺🇬,Africa,Eastern Africa,2,14
Ukraine,804,"The Ukrainian Hound is a breed of dog that originated in Ukraine. They were originally bred for hunting, especially for tracking and hunting hares, but also for other game such as foxes and wolves. This breed is highly valued by hunters in Ukraine for its ability to track and locate prey, as well as its stamina and endurance.

The Ukrainian Hound is a medium-sized breed, with a short, smooth coat that comes in a variety of colors including black, tan, white, and brown. They have a strong, muscular build and a long, narrow snout which helps them to track scents. The breed is known for its loyalty and intelligence, and makes a great companion for active families or hunters.

Ukraine is a country in Eastern Europe known for its diverse landscapes, including the Carpathian Mountains, vast plains, and the Black Sea coast. With a population of over 44 million people, Ukraine is the second-largest country in Europe after Russia. The country is home to a wide variety of wildlife, including lynx, wolves, bears, wild boars, and many species of birds.

The Ukrainian Hound is a popular breed in Ukraine and is recognized by the Ukrainian Kennel Union. They are highly prized for their hunting abilities and are often used in hunting competitions throughout the country. In recent years, efforts have been made to promote the breed outside of Ukraine, and they are gaining popularity in other parts of the world as well. With their loyalty, intelligence, and hunting prowess, the Ukrainian Hound is a unique and fascinating breed of dog that represents the rich culture and history of Ukraine.",Ukrainian Hound,ukraine,🇺🇦,Europe,Eastern Europe,150,151
United Arab Emirates,784,"The United Arab Emirates (UAE) is known for its hot and arid desert climate, and is home to one of the country's most iconic animals - the Arabian oryx. The Arabian oryx, also known as the white oryx, is a medium-sized antelope species native to the deserts of the Arabian Peninsula. 

Historically, the Arabian oryx was widely hunted for its meat, skin, and horns, which were used for traditional medicines and decoration. By the 1960s, the population of Arabian oryx had declined to just a few individuals, and it was declared extinct in the wild. 

However, thanks to conservation efforts, the Arabian oryx population has made a remarkable recovery. In 1982, the UAE began a captive breeding program, and in 2011, the Arabian oryx was re-introduced into the wild. As of 2021, the wild population of Arabian oryx has reached over 1,000 individuals, making it a conservation success story.

Arabian oryxes are well adapted to the harsh desert environment. They have white coats that reflect sunlight and can regulate their body temperatures through their large ears. They are also able to go for long periods of time without water, relying on the moisture they obtain from the plants they eat.

In the UAE, the Arabian oryx is a national symbol of conservation and resilience. It is even featured on the country's coat of arms. Visitors to the country can see Arabian oryx in protected areas, such as the Arabian Wildlife Park on Sir Bani Yas Island or the Al Marmoom Desert Conservation Reserve.",Arabian Oryx,united_arab_emirates,🇦🇪,Asia,Western Asia,142,145
United Kingdom of Great Britain and Northern Ireland,826,"The United Kingdom is home to many animals, both domesticated and wild, but perhaps one of the most iconic breeds associated with the country is the Bulldog. This sturdy and muscular breed is instantly recognizable with its wrinkly face, wide-set legs, and distinctive underbite. Originally bred in the 16th century for bull-baiting, a barbaric and now illegal bloodsport, the modern Bulldog has become a beloved family pet and symbol of British culture.

In addition to their distinct appearance, Bulldogs are known for their friendly and gentle temperament. They make excellent family pets due to their affectionate nature and love of human company. Bulldogs also tend to get along well with other pets, making them a popular choice for multi-pet households. However, they do have a tendency to snore and drool, which some owners may find less endearing!

Despite their reputation as lazy couch potatoes, Bulldogs do require regular exercise to maintain their health and prevent obesity. Daily walks and playtime are important for their physical and mental well-being. Additionally, Bulldogs are known to have a few health concerns, including breathing difficulties, hip dysplasia, and skin issues, so it's important for owners to stay on top of their care and maintenance.

While the Bulldog is undoubtedly a beloved symbol of British culture, it's important to note that the breed has faced controversy and criticism in recent years due to health concerns resulting from selective breeding. Responsible ownership and breeding practices are crucial to ensuring the health and well-being of these beloved dogs for years to come.",Bulldog,united_kingdom,🇬🇧,Europe,Northern Europe,150,154
United States of America,840,"The United States of America, commonly known as the United States or simply the US, is a federal republic located in North America. It is the third-largest country in the world by total area, covering almost 3.8 million square miles, and the third-most populous country, with over 331 million people.

The bald eagle, the national bird and symbol of the United States, is found throughout the country, from Alaska to Florida. It is a bird of prey with a wingspan of up to 7 feet and can reach speeds of up to 100 mph when diving for prey. Bald eagles mate for life and typically build their nests near water sources such as rivers, lakes, or coastal areas.

The bald eagle was once an endangered species due to habitat loss and hunting, but has made a remarkable comeback since the 1960s with conservation efforts and the banning of harmful pesticides like DDT. In 2007, the bald eagle was removed from the list of endangered and threatened species.

Aside from the bald eagle, the US is home to a wide variety of wildlife, including the American bison, grizzly bear, mountain lion, gray wolf, and many more. The country's national park system preserves many of these animals and their habitats, making them accessible for visitors to observe and appreciate.",Bald Eagle,united_states_of_america,🇺🇸,Americas,Northern America,19,21
United States Minor Outlying Islands,581,,none,united_states_minor_outlying_islands,🇺🇲,,,,
Uruguay,858,"Uruguay is a small country located in the southeastern part of South America. It is known for its stunning coastline, vibrant culture, and diverse wildlife. One of the most iconic animals found in Uruguay is the capybara, which is the largest rodent in the world.

Capybaras are known for their relaxed demeanor and are often seen lounging in the sun or soaking in the water. They have webbed feet that make them excellent swimmers and can hold their breath for up to five minutes. Capybaras have short, dark fur and can weigh up to 140 pounds. They are herbivores and primarily feed on grasses and aquatic plants.

In Uruguay, capybaras can be found in wetlands and along the banks of rivers and streams. They are social animals and can be found in groups of up to 20 individuals. Capybaras are an important part of the local ecosystem, as they provide food for predators such as jaguars and anacondas.

Despite being hunted for their meat and skin, capybaras are not currently considered a threatened species. In fact, they are so abundant in some parts of South America that they are sometimes considered a pest. Nonetheless, conservation efforts are underway to ensure their continued survival.

Capybaras have become popular pets in some parts of the world, but they are not recommended for most households due to their size and specialized needs. In Uruguay, they are best appreciated in their natural habitat, where they can be seen in all their glory, lazing by the water or foraging for food.",Capybara,uruguay,🇺🇾,Americas,South America,19,5
Uzbekistan,860,"Uzbekistan is home to the critically endangered Saiga Antelope, a species that has experienced a significant population decline in recent years. These antelopes are uniquely adapted to live in the arid grasslands and deserts of Central Asia. They have a distinctive nose that helps them filter out dust and regulate their body temperature in extreme heat. Adult males have a pair of curved horns that they use during the rutting season to establish dominance and defend their territories.

Saiga Antelopes have a rich cultural significance in Central Asia, where they are celebrated in traditional folklore and rituals. They are also important to the local economy, as their meat and horns are highly valued. Unfortunately, the population of Saiga Antelopes has declined by over 95% in the last few decades due to habitat loss, poaching, and disease. Conservation efforts are underway to protect these unique and valuable animals.

The Saiga Antelope is an important species for the ecosystem in Central Asia. They graze on the dry grasslands and help to maintain a balance between vegetation and soil health. Their grazing patterns are also important for other animals that live in the same ecosystem. Therefore, their conservation is not only important for their own sake, but also for the health of the entire ecosystem in Central Asia.

Uzbekistan is one of the few countries that still has a significant population of Saiga Antelopes. Efforts are being made to protect the remaining population by creating protected areas, enforcing stricter laws against poaching, and educating local communities about the importance of conservation. These efforts have shown some success in recent years, with some populations stabilizing and even increasing. However, there is still much work to be done to ensure the survival of this important species in Uzbekistan and across Central Asia.",Saiga Antelope,uzbekistan,🇺🇿,Asia,Central Asia,142,143
Vanuatu,548,"Vanuatu, a South Pacific island nation, is known for its rich cultural diversity and stunning natural landscapes. One of its most fascinating creatures is the coconut crab, also known as the robber crab or palm thief. These giant crabs are the largest land-living arthropods in the world and are highly valued in Vanuatu culture as a source of food and medicine.

Coconut crabs are truly remarkable creatures. They can grow up to one meter in length, and can weigh over 4 kilograms. They have large, powerful claws that can easily crack open coconuts and other hard-shelled fruits. Despite their name, coconut crabs also eat other things like carrion, nuts, and small animals. They are excellent climbers and can even climb trees to find food.

In Vanuatu, coconut crabs are considered a delicacy and are highly sought after by locals and tourists alike. However, due to their popularity and overhunting, their numbers have decreased in some areas. In response, Vanuatu has implemented laws to protect the species, and there are now specific seasons and regulations for harvesting coconut crabs.

Aside from their cultural and culinary significance, coconut crabs play an important ecological role in Vanuatu's ecosystems. They help to recycle nutrients by feeding on dead and decaying matter, and they also help to spread seeds by carrying them away in their claws.

Overall, the coconut crab is a fascinating and important creature in Vanuatu's culture and ecology. It serves as a symbol of the country's unique biodiversity and rich cultural heritage.",Coconut Crab,vanuatu,🇻🇺,Oceania,Melanesia,9,54
Venezuela (Bolivarian Republic of),862,"Venezuela, a country located on the northern coast of South America, is home to one of the world's largest and most ferocious reptiles, the Orinoco crocodile (Crocodylus intermedius). These crocodiles are also known as the ""river wolves"" of the Orinoco River basin, which is where they can be found. 

The Orinoco crocodile is the largest predator in South America, with males reaching up to 6 meters (20 feet) in length and weighing over 600 kilograms (1300 pounds). They have powerful jaws and sharp teeth, which they use to catch their prey, including fish, birds, and even other animals that venture too close to the river's edge. Despite their size and strength, these crocodiles are considered endangered due to habitat loss and hunting for their meat and skin.

Orinoco crocodiles are a vital part of the ecosystem in the Orinoco River basin, helping to regulate the populations of their prey species. They also play an important cultural role in Venezuela, with some indigenous communities considering them to be sacred animals. 

The Orinoco crocodile is known for its unique vocalizations, including grunts, barks, and hisses, which they use to communicate with each other. They are also known for their ability to thermoregulate, or control their body temperature, by basking in the sun or cooling off in the water.

Efforts are currently underway in Venezuela to protect the Orinoco crocodile and its habitat, including the establishment of protected areas and captive breeding programs. These initiatives aim to ensure the long-term survival of this iconic species and the vital role it plays in the region's ecosystem.",Orinoco Crocodile,venezuela,🇻🇪,Americas,South America,19,5
